Employee ID,Base Salary,House Rent Allowance,Medical Allowance,Transport Allowance,Tax,Insurance,Loan Repayment,Gross Salary,Net Salary
E0503,69865.76,10034.93,4472.01,6312.22,7073.84,1352.77,4310.14,90684.92,77948.17
E0504,57258.56,14818.27,4332.02,2548.27,10987.04,1134.83,77.6,78957.12000000001,66757.65000000001
E0505,72299.67,8581.84,7188.58,2339.87,5940.9,1117.92,2339.2,90409.95999999999,81011.93999999999
E0506,26642.29,2732.12,2478.49,2136.14,4293.28,1462.91,4411.03,33989.04,23821.82
E0507,54813.06,9491.17,3032.65,3399.24,10431.58,1450.68,1975.08,70736.12,56878.78
E0508,40412.48,7886.55,4491.76,1763.33,4565.77,541.85,4733.69,54554.12000000001,44712.81000000001
E0509,62551.33,11921.79,6391.42,1921.05,11554.31,1697.77,985.07,82785.59,68548.44
E0510,97285.75,15085.29,7139.67,4349.57,14903.23,709.6,785.89,123860.28,107461.56
E0511,22335.15,3759.41,2198.61,769.23,3824.97,1420.06,2170.71,29062.4,21646.660000000003
E0512,87041.95,15685.15,8225.72,4361.78,8141.08,1821.15,2761.65,115314.59999999999,102590.71999999999
E0513,52833.53,14695.63,2716.71,1782.26,7401.08,1979.35,1289.22,72028.13,61358.48
E0514,27086.98,6492.18,1734.0,2169.52,3657.77,928.91,2634.7,37482.68,30261.3
E0515,61509.1,13023.4,8993.06,4214.57,9230.1,1731.96,1046.42,87740.13,75731.65000000001
E0516,33580.45,7408.68,2919.27,1294.91,5787.94,1982.27,445.43,45203.31,36987.67
E0517,72613.76,12112.88,8973.3,6444.57,3806.68,947.07,4572.2,100144.51000000001,90818.56000000001
E0518,61462.64,18305.61,3388.19,4206.39,4446.05,1299.51,3707.77,87362.83,77909.5
E0519,53392.02,5418.14,2870.94,3192.44,3697.76,1391.0,1133.6,64873.54,58651.18
E0520,63914.45,19003.51,8294.53,2837.1,8424.07,668.07,1365.7,94049.59,83591.75
E0521,97199.19,14263.63,9186.03,4871.11,17953.93,600.18,2583.64,125519.96,104382.21
E0522,57935.01,9725.0,5143.4,5072.19,4982.28,1642.39,2048.51,77875.6,69202.42000000001
E0523,57646.08,16612.43,3387.16,4983.71,5909.14,858.78,4870.34,82629.38000000002,70991.12000000002
E0524,49094.79,7479.01,6347.9,1915.63,4370.07,778.14,1262.82,64837.33,58426.3
E0525,73531.64,21547.36,5426.38,6557.77,10947.54,1647.14,2970.24,107063.15000000001,91498.23000000001
E0526,24323.11,5640.62,2341.89,1901.39,3207.3,832.44,1728.49,34207.01,28438.780000000002
E0527,77631.21,11120.05,11577.69,7521.11,9793.67,1414.33,2095.09,107850.06000000001,94546.97000000002
E0528,32155.46,3337.46,1880.15,1535.71,5277.77,857.42,312.99,38908.78,32460.6
E0529,28251.17,6010.54,1759.09,1227.46,4623.84,1120.08,2783.84,37248.259999999995,28720.499999999993
E0530,74958.53,19487.0,9043.79,3849.61,5051.2,1206.4,4826.53,107338.93000000001,96254.8
E0531,41511.9,4641.53,5254.41,3792.95,3391.77,1938.86,4236.29,55200.78999999999,45633.869999999995
E0532,39049.58,9272.04,5101.22,2509.09,6462.58,750.95,2350.14,55931.93000000001,46368.26000000001
E0533,70472.29,10635.02,8956.26,6961.64,6423.46,1547.17,1145.88,97025.20999999999,87908.7
E0534,80532.77,11422.63,4777.93,7634.14,4781.84,1760.83,2519.83,104367.47000000002,95304.97000000002
E0535,47239.44,8296.72,5048.13,2197.9,7527.5,911.83,182.77,62782.19,54160.090000000004
E0536,53367.22,15367.44,6456.42,4851.92,9840.7,948.59,3.6,80043.0,69250.11
E0537,32224.81,7521.63,2270.03,2291.65,5984.41,1610.6,1308.51,44308.12,35404.600000000006
E0538,24697.39,5001.07,2576.97,767.02,2570.88,1642.4,783.9,33042.45,28045.269999999997
E0539,92790.18,10140.53,9233.88,3823.11,16617.9,961.16,902.53,115987.7,97506.11
E0540,74285.14,15755.44,3890.43,2545.54,9865.88,1120.17,3588.86,96476.54999999999,81901.63999999998
E0541,89639.1,10721.82,11025.28,7787.07,16114.7,790.16,1187.05,119173.27000000002,101081.36000000002
E0542,36944.87,5117.61,1952.23,3643.2,2613.66,873.02,4288.31,47657.91,39882.920000000006
E0543,27690.06,5750.94,2196.56,2123.41,2354.14,782.95,3797.76,37760.97,30826.120000000003
E0544,73645.78,8648.6,8753.07,3192.0,12982.77,586.84,1439.91,94239.45000000001,79229.93000000001
E0545,62686.08,12768.04,6774.39,4628.33,11679.52,1333.92,761.61,86856.84,73081.79
E0546,53984.18,11372.55,5134.04,2524.55,6377.13,1123.75,1014.51,73015.31999999999,64499.92999999999
E0547,29565.53,5595.92,2053.84,2853.34,4018.2,677.9,1411.21,40068.62999999999,33961.31999999999
E0548,96256.14,12191.71,11930.42,3285.74,12681.81,766.34,2587.9,123664.01000000001,107627.96
E0549,54711.56,14573.38,4176.86,4395.78,7851.53,1295.67,4502.56,77857.58,64207.82
E0550,99827.6,18286.01,11673.39,8470.6,6529.78,1271.12,1056.09,138257.6,129400.61
E0551,69831.81,13004.3,6797.61,6348.83,6432.66,1147.5,594.95,95982.55,87807.44
E0552,92258.26,20914.85,11815.06,3134.21,8129.46,613.04,3988.76,128122.37999999999,115391.12
E0553,93779.51,11240.53,10427.41,6025.92,16811.8,1897.87,4461.92,121473.37,98301.78
E0554,94283.98,9578.06,8031.68,5350.47,8077.41,564.7,4330.71,117244.19,104271.37
E0555,39516.16,6734.89,5093.62,3052.97,4596.94,1666.32,655.13,54397.64000000001,47479.25000000001
E0556,84435.27,21612.08,9493.67,3260.12,9230.71,985.4,4854.73,118801.14,103730.3
E0557,90486.25,26491.04,13520.17,6342.08,4811.37,1945.15,334.72,136839.54,129748.3
E0558,64966.91,12534.96,5991.9,3463.21,12723.48,1742.62,1342.92,86956.98,71147.95999999999
E0559,95260.43,25125.72,12393.18,4657.76,13596.61,1161.55,2901.38,137437.09,119777.54999999999
E0560,33387.23,4667.77,2733.61,2191.98,4815.36,966.65,3458.33,42980.590000000004,33740.25
E0561,94485.9,28156.86,12286.52,8893.37,4892.5,1375.63,1192.21,143822.65,136362.31
E0562,31047.84,6795.62,2163.25,2864.84,4240.32,697.03,4923.27,42871.55,33010.93000000001
E0563,59064.99,11382.42,3346.47,5615.51,9583.16,1855.08,403.02,79409.39,67568.13
E0564,66612.79,15262.21,8253.06,5410.88,8721.33,565.47,3596.56,95538.94,82655.58
E0565,74608.15,14326.96,4412.23,4550.63,5230.84,1246.16,2155.31,97897.96999999999,89265.65999999999
E0566,46768.62,5511.24,6071.92,3147.32,4723.49,1986.28,521.68,61499.1,54267.65
E0567,92582.92,13205.76,11225.11,6889.14,9099.22,1315.77,3502.85,123902.93,109985.09
E0568,79537.3,9443.16,7096.87,5766.09,15678.73,1171.31,3403.5,101843.42,81589.88
E0569,94107.61,25639.92,11013.0,6916.87,10675.65,1605.12,4079.59,137677.4,121317.04
E0570,37260.43,5175.1,3149.38,1407.13,6239.01,1835.01,4587.09,46992.03999999999,34330.92999999999
E0571,65913.79,9978.34,6787.19,4306.21,11928.74,1514.7,3981.88,86985.53,69560.20999999999
E0572,94572.64,10446.64,8688.98,5286.67,17452.66,881.65,1852.8,118994.93,98807.81999999999
E0573,20263.83,2976.69,2030.37,946.49,3083.09,1523.58,2916.76,26217.38,18693.95
E0574,44659.93,7046.9,6340.17,3836.54,7762.94,1578.08,1050.47,61883.54,51492.05
E0575,53711.64,15606.23,6718.52,4729.87,6976.9,1004.28,1654.88,80766.26,71130.2
E0576,86824.28,26022.6,7171.04,3623.49,14470.69,1739.79,484.93,123641.41,106946.0
E0577,50393.09,5773.61,6444.82,4394.98,5270.13,852.03,2520.89,67006.5,58363.45
E0578,38955.08,7229.57,3068.07,2548.73,5285.88,1359.14,1305.68,51801.450000000004,43850.75
E0579,73518.35,12635.52,5377.31,6661.76,11058.8,954.71,4534.02,98192.94,81645.41
E0580,88501.11,16711.41,6517.47,7689.25,13531.42,1163.57,1595.92,119419.24,103128.33
E0581,29465.1,5728.38,1928.7,1105.07,5181.58,1445.17,1620.57,38227.24999999999,29979.929999999993
E0582,44637.31,13049.18,3827.1,3607.44,3004.11,1390.74,3718.96,65121.03,57007.22
E0583,30633.51,4476.59,3814.16,1054.41,4857.43,999.21,708.85,39978.67,33413.18
E0584,62136.84,15820.59,8535.52,3193.27,6354.23,1015.92,3810.07,89686.22,78506.0
E0585,26605.5,3979.22,2665.71,1832.02,2851.44,1196.38,2416.86,35082.45,28617.769999999997
E0586,32665.42,5798.39,3863.11,1698.78,4094.75,1922.99,4708.24,44025.7,33299.72
E0587,94715.73,16664.65,8905.09,9024.77,14637.61,1271.94,4305.72,129310.24,109094.97
E0588,91782.86,9379.65,9519.2,4647.19,9155.67,966.52,3858.89,115328.9,101347.81999999999
E0589,71131.28,9268.46,5496.33,5950.83,6161.7,1425.19,3410.76,91846.9,80849.25
E0590,88701.67,19114.3,4879.78,6845.93,17056.08,1911.45,2142.98,119541.68,98431.16999999998
E0591,57698.73,7089.25,5556.61,4146.78,6171.04,1389.25,696.2,74491.37,66234.87999999999
E0592,96972.78,12271.18,13475.08,4483.53,10157.57,712.92,4734.73,127202.56999999999,111597.34999999999
E0593,98706.32,10340.57,6274.44,9552.39,9993.29,1929.26,3531.54,124873.72000000002,109419.63000000002
E0594,41155.64,9431.48,5999.08,3205.49,2413.09,1976.95,4287.0,59791.689999999995,51114.649999999994
E0595,82307.67,9704.66,10663.63,8128.94,6507.58,569.63,1701.66,110804.90000000001,102026.03000000001
E0596,37016.93,5971.81,2969.26,3484.65,4589.72,1828.17,3451.76,49442.65,39573.0
E0597,40753.79,7737.17,5528.23,3618.33,5410.77,1903.69,4382.9,57637.520000000004,45940.16
E0598,72697.91,12827.64,8399.31,6778.0,7827.59,1742.27,4867.78,100702.86,86265.22
E0599,43713.58,7423.87,5485.32,2326.62,5850.99,1984.87,2712.65,58949.39000000001,48400.880000000005
E0600,26111.16,5129.42,3770.1,960.94,2538.97,1429.82,1100.74,35971.62,30902.090000000004
E0601,28581.63,6540.07,1980.83,1468.46,3257.83,1544.96,4392.3,38570.99,29375.899999999998
E0602,28242.15,7320.34,1412.37,1002.63,2229.66,619.41,3330.54,37977.490000000005,31797.880000000005
E0603,21364.16,5789.0,2038.29,2094.19,3917.84,1394.44,4937.24,31285.64,21036.12
E0604,57696.2,17022.36,4757.36,3523.0,6120.0,698.01,3851.85,82998.92,72329.06
E0605,30290.56,7393.8,4002.59,2283.6,3861.51,942.73,3257.66,43970.549999999996,35908.649999999994
E0606,40614.62,9147.56,4247.38,1444.33,6866.74,1895.49,4128.38,55453.89,42563.28
E0607,20376.26,4611.12,1224.34,650.26,2418.16,1414.21,1561.56,26861.979999999996,21468.049999999996
E0608,58955.68,16430.9,3259.45,3717.08,4295.44,1249.11,3073.23,82363.11,73745.33
E0609,46053.9,5643.46,2613.89,4153.97,9014.46,1753.54,1903.18,58465.22,45794.04
E0610,28816.1,3147.15,3054.52,1131.16,3170.38,1590.39,2041.65,36148.93,29346.510000000002
E0611,57964.22,16829.84,8067.72,3431.84,9177.97,1427.16,2346.03,86293.62,73342.45999999999
E0612,39434.69,7655.94,5413.24,2189.79,7734.37,1683.32,4912.31,54693.66,40363.66
E0613,83424.95,21017.91,11000.98,5675.2,4639.64,1868.04,3609.96,121119.04,111001.4
E0614,71233.71,12125.07,8353.1,4648.11,13327.49,728.55,625.22,96359.99,81678.73000000001
E0615,72097.78,12593.0,9314.87,4844.39,9184.41,1969.34,3777.0,98850.04,83919.29
E0616,33030.1,9504.12,2604.89,1026.33,2560.72,574.08,3439.34,46165.44,39591.3
E0617,55507.45,16275.71,5752.22,3375.2,9954.44,1270.09,4625.47,80910.58,65060.58
E0618,41277.9,6246.43,2409.08,2415.83,6518.02,1969.07,2986.67,52349.240000000005,40875.48
E0619,53781.8,13013.67,7171.36,2382.65,8558.77,1924.57,4394.52,76349.48,61471.619999999995
E0620,46969.75,8143.93,4322.55,4385.59,8800.22,1687.75,2930.12,63821.82000000001,50403.73000000001
E0621,36585.9,10847.56,2829.64,1543.57,7235.75,1455.01,2563.61,51806.67,40552.299999999996
E0622,24629.0,4627.4,2262.37,1369.77,1793.7,727.71,1900.15,32888.54,28466.980000000003
E0623,21746.28,5638.41,2043.28,1534.11,2829.91,1359.3,2367.7,30962.079999999998,24405.17
E0624,66635.47,9580.09,6155.29,6408.81,7753.89,599.38,1968.15,88779.65999999999,78458.23999999999
E0625,41068.36,4624.49,2596.08,1586.55,5149.23,1289.32,744.62,49875.48,42692.310000000005
E0626,93379.37,23761.21,11086.65,5733.62,9714.0,1749.4,3295.94,133960.84999999998,119201.50999999998
E0627,59715.48,7053.03,8229.52,4550.46,3231.72,1546.31,4403.45,79548.49000000002,70367.01000000002
E0628,35324.65,5178.7,3680.65,2699.34,6134.06,510.5,1880.02,46883.34,38358.759999999995
E0629,83774.46,13463.26,10214.68,4089.4,14602.53,1586.05,1272.13,111541.79999999999,94081.09
E0630,73874.33,21486.84,7047.57,5072.8,6460.06,1580.38,1886.81,107481.54,97554.29
E0631,78838.5,15833.74,6506.45,5529.78,13863.72,1771.87,1185.97,106708.47,89886.91
E0632,39765.47,8300.62,2505.99,3778.63,4259.38,1412.92,2943.17,54350.71,45735.24
E0633,94831.74,22207.18,6322.72,7753.89,18494.74,1132.64,2422.27,131115.53000000003,109065.88000000003
E0634,79838.3,10405.64,8950.04,6002.57,12484.27,1823.55,2138.31,105196.55000000002,88750.42000000001
E0635,45966.75,12369.59,4261.66,4226.23,3634.89,1594.93,4316.18,66824.23,57278.229999999996
E0636,22521.39,5371.58,3103.74,1443.05,2127.86,1885.07,4866.23,32439.76,23560.6
E0637,48415.96,9243.03,3761.77,1549.11,5272.19,1611.99,3878.41,62969.869999999995,52207.28
E0638,74247.11,22260.42,6233.44,4100.1,7287.54,586.27,1754.92,106841.07,97212.34000000001
E0639,47098.68,8641.42,3585.78,3882.52,4688.38,632.62,3816.53,63208.399999999994,54070.869999999995
E0640,27022.9,3305.6,3418.33,2651.53,3933.61,1758.53,1117.07,36398.36,29589.15
E0641,85933.81,13816.09,7730.41,2739.0,11966.25,594.76,864.91,110219.31,96793.39
E0642,62784.82,9742.86,6086.35,2147.7,10252.84,1202.92,3497.08,80761.73,65808.89
E0643,65489.84,14154.54,9747.56,2947.15,9590.29,664.02,634.37,92339.09,81450.40999999999
E0644,26929.47,7260.89,1367.96,2122.92,5125.4,1120.64,2448.79,37681.24,28986.409999999996
E0645,24627.75,2810.01,1875.63,2418.97,3267.61,1600.87,2685.77,31732.360000000004,24178.110000000004
E0646,59262.53,13021.79,4843.61,2475.04,10090.46,1557.33,3477.47,79602.97,64477.71000000001
E0647,86646.42,15355.13,5759.31,7445.62,13336.53,1450.22,1548.62,115206.48,98871.11
E0648,40007.07,7346.5,2738.62,2837.16,4345.74,1038.8,1433.07,52929.350000000006,46111.740000000005
E0649,36389.32,10858.22,4972.19,1682.85,5700.72,1194.9,4743.24,53902.58,42263.72
E0650,44297.71,6837.47,5271.62,2146.77,7465.67,1365.02,3031.0,58553.57,46691.88
E0651,40868.75,7618.66,5945.36,1863.49,5705.13,1105.15,899.37,56296.26,48586.61
E0652,69450.6,18411.09,6467.84,4402.85,9204.28,768.19,1279.99,98732.38,87479.92
E0653,29040.54,8239.47,3746.93,1332.44,1815.53,1649.16,4186.61,42359.380000000005,34708.08
E0654,71834.1,9818.77,7805.85,3155.73,8544.0,1495.22,2081.66,92614.45000000001,80493.57
E0655,28134.93,6827.39,1547.67,2785.77,3805.23,1710.32,1840.32,39295.759999999995,31939.889999999996
E0656,95205.9,15000.59,10192.48,7223.35,7029.49,1345.23,2853.52,127622.31999999999,116394.07999999999
E0657,76482.34,13813.91,4179.99,6741.72,12523.26,1679.2,262.27,101217.96,86753.23000000001
E0658,72213.45,8935.74,8696.04,4748.53,5567.19,1652.78,3415.95,94593.76000000001,83957.84000000001
E0659,32628.51,7918.86,4516.02,1400.38,4803.33,1617.89,1078.33,46463.77,38964.219999999994
E0660,52572.74,10127.11,2917.08,2071.42,8004.58,835.01,3177.43,67688.34999999999,55671.32999999999
E0661,51507.79,13617.35,2847.47,2061.25,3216.72,949.26,4131.61,70033.86,61736.270000000004
E0662,36766.57,7945.07,2538.63,2023.51,6511.17,1759.04,1861.55,49273.78,39142.020000000004
E0663,81832.01,24383.98,6337.26,3443.35,5329.0,1393.67,1710.57,115996.59999999999,107563.35999999999
E0664,89071.88,9946.38,7702.16,7741.21,15747.73,1527.68,990.34,114461.63000000002,96195.88000000002
E0665,72831.38,14603.47,5620.93,3960.46,6879.34,963.64,549.42,97016.24,88623.84000000001
E0666,62091.02,13671.37,8563.84,4723.41,5141.45,819.18,2156.34,89049.64,80932.67
E0667,78374.59,16333.72,9361.7,7430.95,11850.09,1717.82,1513.55,111500.95999999999,96419.5
E0668,56533.42,13222.38,4867.37,2617.17,7214.23,644.09,3822.25,77240.34,65559.76999999999
E0669,41391.6,10469.94,6109.0,3980.3,8231.56,1516.21,2317.27,61950.840000000004,49885.8
E0670,73582.93,19218.66,6775.28,5927.1,12160.04,1271.67,2091.51,105503.97,89980.75
E0671,64953.53,15445.47,5933.56,6121.55,8291.1,1023.33,546.01,92454.11,82593.67
E0672,40652.7,6035.14,3534.02,3178.09,7708.83,1142.68,3821.49,53399.95,40726.95
E0673,65613.59,16049.34,7129.17,3350.15,10609.62,951.61,2773.46,92142.24999999999,77807.55999999998
E0674,79524.8,17939.66,7747.53,7822.05,14667.58,1450.02,2989.72,113034.04000000001,93926.72
E0675,36144.8,7769.93,3990.41,2421.04,3864.71,1886.88,3198.81,50326.18,41375.78
E0676,45288.67,9631.34,4900.78,1390.72,3550.38,1674.75,3684.1,61211.509999999995,52302.28
E0677,96359.0,27647.85,5901.83,6151.93,15681.52,1983.98,713.68,136060.61000000002,117681.43000000002
E0678,51238.33,9511.92,2911.08,2012.85,9414.88,1884.62,1330.68,65674.18000000001,53044.00000000001
E0679,60933.27,15577.54,8669.37,4096.94,6480.37,834.65,1139.45,89277.12,80822.65
E0680,39946.22,9176.93,5549.46,1342.6,6104.17,1040.2,1212.03,56015.21,47658.81
E0681,36662.96,10178.84,2644.22,3004.51,3227.89,1521.4,3918.07,52490.530000000006,43823.170000000006
E0682,41523.34,6595.08,5566.0,1409.93,5829.13,1155.83,1528.92,55094.35,46580.47
E0683,23483.4,2555.35,2177.14,719.5,1704.53,1346.37,2415.64,28935.39,23468.85
E0684,26124.0,3613.07,2889.21,1380.18,1641.18,836.18,4539.1,34006.46,26990.0
E0685,96986.76,24804.18,12328.92,5880.46,8116.44,1729.25,2773.78,140000.32,127380.85
E0686,74181.94,7486.42,10504.89,4665.25,11982.49,1142.44,1397.7,96838.5,82315.87
E0687,82622.79,15000.07,4803.13,7249.47,12029.25,1482.2,2116.05,109675.45999999999,94047.95999999999
E0688,68526.14,7976.24,6168.02,3204.64,4936.38,810.59,4850.35,85875.04000000001,75277.72
E0689,84421.81,14667.66,5857.8,3262.91,7828.81,1781.16,4316.67,108210.18000000001,94283.54000000001
E0690,89308.58,23859.97,12551.78,7004.43,7090.72,1089.44,2501.88,132724.76,122042.72
E0691,80485.59,14945.36,7248.99,5562.02,6178.0,713.76,4278.55,108241.96,97071.65000000001
E0692,22283.88,4716.31,1434.16,2075.04,2814.88,1017.12,1261.15,30509.390000000003,25416.240000000005
E0693,85353.84,18512.98,12734.47,7552.69,12773.84,1268.46,4397.06,124153.98,105714.62
E0694,60751.69,17203.54,5274.13,5109.15,5646.86,1331.04,1838.87,88338.51000000001,79521.74
E0695,26866.09,7731.59,2223.27,1681.77,3008.5,1586.27,4396.3,38502.719999999994,29511.649999999994
E0696,76904.25,13625.55,4169.51,5779.24,14355.59,1622.69,4841.71,100478.55,79658.56
E0697,55917.93,6981.82,8062.01,3264.06,9273.47,1843.39,2333.48,74225.81999999999,60775.479999999996
E0698,66382.28,15919.45,6560.94,2882.65,10327.75,1518.17,2077.78,91745.31999999999,77821.62
E0699,54887.06,10929.71,5329.11,3735.95,6698.75,1780.36,3935.4,74881.82999999999,62467.319999999985
E0700,40802.31,10690.91,3289.65,2214.36,6586.08,817.87,4073.68,56997.23,45519.600000000006
E0701,28632.04,5913.76,4167.21,2337.79,5499.82,1756.37,4145.81,41050.8,29648.800000000003
E0702,67121.08,15394.9,10047.63,4605.74,6537.51,959.98,4014.49,97169.35,85657.37000000001
E0703,48187.89,7031.19,2865.92,4344.06,9622.88,1277.5,629.74,62429.06,50898.94
E0704,78336.72,18487.46,5623.88,3481.96,14967.04,1097.73,3957.93,105930.02,85907.32
E0705,49555.14,10153.22,6270.07,3217.83,2960.01,1637.7,2872.13,69196.26,61726.42
E0706,63497.24,17719.94,4116.07,3565.22,9934.87,1290.79,2137.63,88898.47,75535.18
E0707,70613.36,13092.45,4065.88,6441.89,3773.4,916.86,288.32,94213.58,89235.0
E0708,31444.18,3525.96,4605.09,1757.19,5056.53,1915.62,192.19,41332.42,34168.08
E0709,80921.73,10614.4,10603.54,3653.41,6677.97,538.5,4792.34,105793.07999999999,93784.26999999999
E0710,59925.41,7973.53,3712.97,4857.09,11766.89,931.16,1775.88,76469.0,61995.07
E0711,56800.12,11741.49,8057.13,3121.88,5045.6,1443.05,2700.09,79720.62000000001,70531.88
E0712,77424.08,20387.8,4798.98,3959.66,8650.61,747.25,850.54,106570.52,96322.12
E0713,95204.39,10649.45,12013.75,6554.8,5356.75,688.0,4833.83,124422.39,113543.81
E0714,97204.71,28597.05,11877.12,7495.31,7073.21,1963.87,326.87,145174.19,135810.24
E0715,50487.44,14727.12,5267.36,3227.9,8082.51,816.52,4057.16,73709.81999999999,60753.62999999999
E0716,23870.47,6626.6,2260.03,1313.04,1633.69,516.26,2920.9,34070.14,28999.29
E0717,23562.53,5823.56,3264.98,1109.22,3619.49,675.64,1705.57,33760.29,27759.59
E0718,41189.44,11133.68,3934.35,2864.49,4884.55,1875.86,4747.63,59121.96,47613.92
E0719,74427.44,18819.76,8102.35,5925.37,6266.8,1555.6,1507.38,107274.92,97945.14
E0720,37326.62,10007.47,2794.99,1546.01,2950.34,739.17,2358.49,51675.090000000004,45627.090000000004
E0721,73710.33,12302.87,4427.94,5347.56,13808.07,1329.06,4504.01,95788.7,76147.56
E0722,81103.93,10228.69,6886.14,4438.85,7078.52,1922.06,4054.06,102657.61,89602.97
E0723,37070.04,8144.7,3870.36,1402.75,7080.56,595.51,438.15,50487.85,42373.63
E0724,97220.08,10072.31,5506.73,8745.16,14479.1,666.36,2879.9,121544.28,103518.92
E0725,68080.61,14508.04,7775.62,5487.4,10037.74,1724.29,4563.37,95851.66999999998,79526.26999999999
E0726,79441.55,19395.12,6145.13,6809.15,14340.7,1378.6,758.36,111790.95,95313.29
E0727,97731.18,10141.96,5129.16,7853.78,4898.67,734.68,368.51,120856.07999999999,114854.21999999999
E0728,34822.14,3951.91,2716.32,2318.37,5139.05,1040.11,2031.47,43808.740000000005,35598.11000000001
E0729,70561.84,20235.11,8706.44,6481.99,8974.34,1608.35,1335.16,105985.38,94067.53
E0730,96866.08,17371.94,9887.55,8371.29,13106.62,1651.05,2133.35,132496.86000000002,115605.84000000001
E0731,38143.19,5522.15,3702.38,1669.64,5998.57,865.42,1197.45,49037.36,40975.92
E0732,88196.44,9979.31,7422.32,8154.62,10237.47,574.73,1948.91,113752.69,100991.58
E0733,84535.61,15356.55,8338.35,5425.85,8351.8,637.13,1544.24,113656.36000000002,103123.19000000002
E0734,94587.5,16805.53,5566.94,3107.49,13711.86,1584.93,528.59,120067.46,104242.08
E0735,32826.45,8727.73,3180.19,1460.44,4053.25,628.24,3810.12,46194.81,37703.2
E0736,33392.75,3605.24,3663.24,3005.02,5614.69,1560.46,3992.56,43666.24999999999,32498.539999999994
E0737,32786.8,7927.46,2637.89,1108.95,5106.39,1033.14,1306.03,44461.1,37015.54
E0738,65173.95,15730.62,4693.19,5653.62,3504.09,758.26,1636.14,91251.37999999999,85352.88999999998
E0739,37751.94,5589.42,5184.17,2953.06,7341.35,1470.54,1935.85,51478.59,40730.85
E0740,90387.28,13933.82,5052.27,5186.55,5370.33,1824.09,235.83,114559.92000000001,107129.67000000001
E0741,79015.06,8474.67,9555.81,2852.18,6192.53,1514.7,893.4,99897.71999999999,91297.08999999998
E0742,99718.48,10876.24,5783.36,5165.92,8901.33,1413.28,924.57,121544.0,110304.82
E0743,49942.37,11875.24,5526.96,3879.7,7435.34,1790.24,2534.83,71224.27,59463.86
E0744,93111.66,23073.42,10842.69,7843.27,13422.06,1712.28,2135.63,134871.04,117601.07
E0745,38715.74,6082.68,4621.6,2721.28,2967.46,654.53,1490.54,52141.299999999996,47028.77
E0746,62497.11,12020.19,9017.23,5022.89,8768.08,1309.58,2634.04,88557.42,75845.72
E0747,73855.34,8504.21,4597.14,4503.1,8058.93,998.89,1002.58,91459.79,81399.39
E0748,94996.47,19515.59,8842.53,4145.67,13790.93,1589.34,4302.21,127500.26,107817.78
E0749,47405.72,9786.76,5583.12,2297.94,4089.26,1646.37,3826.98,65073.54000000001,55510.93000000001
E0750,46308.01,11012.8,5841.73,4525.98,9217.4,1409.48,1739.42,67688.51999999999,55322.21999999999
E0751,41152.75,8903.24,5113.6,1423.91,7714.56,809.8,4336.76,56593.5,43732.38
E0752,20592.88,5564.73,2983.18,1506.67,1241.28,1057.06,1768.61,30647.46,26580.51
E0753,83372.04,10393.83,12138.05,7056.23,5419.68,809.84,4169.14,112960.15,102561.48999999999
E0754,92871.04,11983.76,7241.5,5874.51,14728.89,1787.33,4005.5,117970.80999999998,97449.08999999998
E0755,93889.77,21681.75,11432.71,7034.25,18143.21,865.27,2517.23,134038.48,112512.77000000002
E0756,82891.04,9000.9,8453.16,7317.95,10423.81,1304.18,4226.97,107663.04999999999,91708.09
E0757,65268.16,15989.26,7087.44,3795.55,13024.68,1785.18,3989.67,92140.41,73340.88
E0758,33855.88,7791.89,4018.11,1030.36,4829.52,1175.12,2044.38,46696.24,38647.22
E0759,64993.93,17558.74,6355.81,5559.76,9900.63,1820.95,512.41,94468.23999999999,82234.24999999999
E0760,50224.38,5634.62,5855.55,4067.24,8892.86,1403.15,799.57,65781.79000000001,54686.21000000001
E0761,41565.09,5776.56,5329.71,2052.17,3866.57,1638.78,2506.16,54723.52999999999,46712.01999999999
E0762,60807.28,6383.92,7232.28,2812.32,5224.36,1131.28,3218.88,77235.8,67661.28
E0763,41341.05,7235.7,4538.4,2506.57,5899.2,1866.22,2628.99,55621.72,45227.31
E0764,70917.93,8764.77,10427.17,4148.62,5624.71,1683.99,4565.43,94258.48999999999,82384.35999999999
E0765,30016.34,3623.71,4493.47,1218.22,4857.41,1549.39,4940.8,39351.740000000005,28004.140000000007
E0766,23143.88,3454.56,1421.52,915.41,4069.48,1603.99,3425.17,28935.370000000003,19836.730000000003
E0767,40394.93,8489.17,2773.05,2453.41,6662.65,1452.44,1229.1,54110.56,44766.369999999995
E0768,88683.82,20654.94,10678.57,6888.97,6014.06,766.21,2315.29,126906.30000000002,117810.74000000002
E0769,81612.71,15984.12,6578.0,5320.42,8170.95,1320.98,1337.35,109495.25,98665.97
E0770,45715.75,5091.11,5138.09,3696.79,2894.88,719.56,4014.32,59641.74,52012.979999999996
E0771,76218.99,10742.69,11383.05,6448.95,4719.4,656.65,3857.0,104793.68000000001,95560.63
E0772,72089.54,14751.05,5335.55,6458.45,9309.09,1324.54,2036.27,98634.59,85964.69
E0773,80293.59,16341.58,4852.58,3554.57,4854.77,1184.97,4745.33,105042.32,94257.25
E0774,85185.13,13353.81,12049.69,7683.58,16235.23,1845.17,1960.66,118272.21,98231.15000000001
E0775,36594.58,7739.37,3714.47,2062.94,2272.31,1521.49,1644.75,50111.36000000001,44672.810000000005
